รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาต่อหน่วยนับ,ปีงบประมาณ,รายการลำดับที่ id ในปีงบนั้น,รายการในแผน/นอกแผน,จำนวนยกยอดมา,มูลค่ายกยอดมา,จำนวนที่ต้องการใช้ในปี,มูลค่ารวมที่ต้องใช้ในปี,จำนวนที่ต้องซื้อเพิ่มในปี,มูลค่าที่ต้องซื้อเพิ่มในปี(บาท),หน่วยงานที่มีหน้าที่จัดซื้อ
P230-000785,วัสดุใช้ไป,พุก ชนิดพลาสติก เบอร์ 6,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่อง,20.00,2568,785,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000786,วัสดุใช้ไป,ยางในจักรยาน ขนาด 26*1.95,วัสดุยานพาหนะและขนส่ง,วัสดุยานพาหนะและขนส่ง,เส้น,130.00,2568,786,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000787,วัสดุใช้ไป,ยกเลิก ตู้พลาสติก แบบกันน้ำ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตู้,135.00,2568,787,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000788,วัสดุใช้ไป,เบรคเกอร์ ขนาด 20A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,125.00,2568,788,ในแผน,0.00,0.00,4.00,500.00,4.00,500.00,กลุ่มงานบริหารทั่วไป
P230-000789,วัสดุใช้ไป,ข้อต่อ ชนิดพลาสติก สำหรับเข้ากล่อง ขนาด 1/2 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,24.00,2568,789,ในแผน,0.00,0.00,40.00,960.00,40.00,960.00,กลุ่มงานบริหารทั่วไป
P230-000790,วัสดุใช้ไป,กิ๊บ ชนิดทองเหลือง สำหรับรัดสายท่อแก็ส,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,15.00,2568,790,ในแผน,0.00,0.00,2.00,30.00,2.00,30.00,กลุ่มงานบริหารทั่วไป
P230-000791,วัสดุใช้ไป,สามทาง ชนิด PVC แบบลด ขนาด 1*1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,20.00,2568,791,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000792,วัสดุใช้ไป,ยกเลิก ข้อต่อตรง ชนิด PVC ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,12.00,2568,792,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000793,วัสดุใช้ไป,ข้อต่อลด ชนิด PVC ขนาด 1*1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,6.00,2568,793,ในแผน,0.00,0.00,5.00,30.00,5.00,30.00,กลุ่มงานบริหารทั่วไป
P230-000794,วัสดุใช้ไป,ข้อต่อสายยาง ชนิด PVC ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,12.00,2568,794,ในแผน,0.00,0.00,5.00,60.00,5.00,60.00,กลุ่มงานบริหารทั่วไป
P230-000795,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง แบบเหยียบ วาล์วกลม ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,600.00,2568,795,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000796,วัสดุใช้ไป,ฝักบัวอาบน้ำ แบบพร้อมวาล์วฝักบัว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,297.00,2568,796,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000797,วัสดุใช้ไป,มือจับ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,24.00,2568,797,ในแผน,0.00,0.00,20.00,480.00,20.00,480.00,กลุ่มงานบริหารทั่วไป
P230-000798,วัสดุใช้ไป,ดอกสว่าน ชนิดเจาะคอนกรีต ขนาด 2 หุน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,90.00,2568,798,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000799,วัสดุใช้ไป,ข้อต่อตรง ชนิด PVC แบบเกลียวนอก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,9.00,2568,799,ในแผน,0.00,0.00,40.00,360.00,40.00,360.00,กลุ่มงานบริหารทั่วไป
P230-000800,วัสดุใช้ไป,กิ๊บ ชนิดทองเหลือง สำหรับรัดท่อ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,3.00,2568,800,ในแผน,0.00,0.00,8.00,24.00,8.00,24.00,กลุ่มงานบริหารทั่วไป
P230-000801,วัสดุใช้ไป,ลวดเชื่อม สำหรับเหล็ก ขนาด 2 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ห่อ,200.00,2568,801,ในแผน,0.00,0.00,1.00,200.00,1.00,200.00,กลุ่มงานบริหารทั่วไป
P230-000802,วัสดุใช้ไป,ใบตัด สำหรับตัดเหล็ก ขนาด 4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,22.00,2568,802,ในแผน,0.00,0.00,1.00,22.00,1.00,22.00,กลุ่มงานบริหารทั่วไป
P230-000803,วัสดุใช้ไป,ดอกสว่าน ขนาด 9/64,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ดอก,33.00,2568,803,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000804,วัสดุใช้ไป,ปืนยิงซิลิโคน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ด้าม,95.00,2568,804,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000805,วัสดุใช้ไป,กาว ชนิด 2 ตัน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,132.00,2568,805,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000806,วัสดุใช้ไป,ไม้อัด หนา 8 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,420.00,2568,806,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000807,วัสดุใช้ไป,ท่อสายไฟ ชนิด PVC แบบท่ออ่อน ขนาด 1/2 นิ้ว สีขาว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เมตร,17.00,2568,807,ในแผน,0.00,0.00,15.00,255.00,15.00,255.00,กลุ่มงานบริหารทั่วไป
P230-000808,วัสดุใช้ไป,กล่องพักสาย ชนิดพลาสติก แบบเหลี่ยม ขนาด 2/4 นิ้ว สีขาว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20.00,2568,808,ในแผน,0.00,0.00,10.00,200.00,10.00,200.00,กลุ่มงานบริหารทั่วไป
P230-000809,วัสดุใช้ไป,ข้อต่อตรง ชนิดเหล็ก ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,33.00,2568,809,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000810,วัสดุใช้ไป,ยกเลิก ก๊อกน้ำ ชนิดทองเหลือง แบบดัช ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,440.00,2568,810,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000811,วัสดุใช้ไป,บานพับ ขนาด 3*1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,17.00,2568,811,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000812,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบต่อหลัง ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,275.00,2568,812,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000813,วัสดุใช้ไป,เบาะหุ้มจักรยาน,วัสดุยานพาหนะและขนส่ง,วัสดุยานพาหนะและขนส่ง,อัน,180.00,2568,813,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000814,วัสดุใช้ไป,แท่งกราวด์ ขนาด 1.8 ม.,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,160.00,2568,814,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000815,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับแก้วชน แบบเกลียวใน ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,95.00,2568,815,ในแผน,0.00,0.00,20.00,"1,900.00",20.00,"1,900.00",กลุ่มงานบริหารทั่วไป
P230-000816,วัสดุใช้ไป,ชุดสายชำระ แบบรวมหัวฉีดและสายชำระ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,390.00,2568,816,ในแผน,0.00,0.00,6.00,"2,340.00",6.00,"2,340.00",กลุ่มงานบริหารทั่วไป
